41.3635081301 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.3635081301 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.3635081301 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.7934499875 0.0262694000 0.0882430000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
46.1607106750 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.3484837500 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
40.9100448524 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0524427500 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.3635091336 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3777.1125000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.3455420799 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 57158.1250000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.3861340758 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 834.0600000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 1.9059700000 3535.3600000000 
41.4582236786 0.0262694000 0.0705944000 26.9073000000 0.2511060000 0.0020791000 0.2787870000 0.0419542000 798.7990000000 3021.6900000000 1044.4400000000 42737.8000000000 7856.5500000000 45726.5000000000 667.2480000000 1234.9000000000 702.9770000000 2.0956700000 11.8780000000 5.7746500000 0.1159050000 2.3824625000 3535.3600000000 
42.5138422139 0.0268664318 0.0721988182 27.5188295455 0.2568129545 0.0021263523 0.2851230682 0.0429077045 816.9535227273 3090.3647727273 1068.1772727273 43709.1136363637 8035.1079545455 46765.7386363636 682.4127272727 1262.9659090909 718.9537500000 2.1432988636 12.1479545455 5.9058920455 0.1185392045 1.9492875000 3615.7090909091 
43.3252250364 0.0271649477 0.0730010273 27.8245943182 0.2596664318 0.0021499784 0.2882911023 0.0433844568 826.0307840909 3124.7021590909 1080.0459090909 44194.7704545455 8124.3869318182 47285.3579545454 689.9950909091 1276.9988636364 726.9421250000 2.1671132955 12.2829318182 5.9715130682 0.1198563068 1.9709462500 3655.8836363636 
44.3337621229 0.0269478452 0.0724176025 27.6022199380 0.2575911756 0.0021327958 0.2859870775 0.0315956733 819.4291394628 3099.7295144628 1071.4141735537 43841.5654958678 8059.4567665289 46907.4529958678 684.4806446281 1266.7930785124 721.1323977273 2.1497937087 12.1847665289 5.9237886880 0.1188984143 1.9551944318 3626.6657851240 
47.9992771486 0.0272870679 0.0733292037 27.9496799070 0.2608337634 0.0021596436 0.2895871162 0.0211721350 829.7442091942 3138.7492716942 1084.9012603306 44393.4482438017 8160.9101497934 47497.9294938016 693.0969669421 1282.7396177686 730.2100965909 2.1768555630 12.3381497934 5.9983580320 0.1203951214 1.9798066477 3672.3186776860 
41.6264724433 0.0270768059 0.0727641616 27.7343121576 0.2468911718 0.0021430024 0.2873556872 0.0410687518 823.3505709309 3114.5634717574 1076.5414957995 44051.3721603716 8098.0258213237 34661.0680281402 687.7562712929 1272.8553992214 724.5834237415 2.1600816864 12.2430775220 5.9521373643 0.1194674104 1.9645511420 3644.0214302302 
41.8602791247 0.0274805089 0.0738490424 28.1478182365 0.2447837577 0.0021749536 0.2916400309 0.0406260276 835.6263563964 3161.0002076361 1092.5922436992 44708.1582405574 8218.7637319855 23412.5395422102 698.0104069394 1291.8330988320 735.3866356123 2.1922875295 12.4256162830 6.0408810464 0.1212486155 1.9938417130 3698.3521453453 
45.6465989332 0.0266666829 0.0716620281 27.3142301620 0.2380937702 0.0021105431 0.2679485030 0.0520070664 810.8795657367 3067.3882603645 1060.2354955853 43384.1413228375 7975.3678361998 42377.4246264183 677.3390658710 1253.5759004809 713.6084102295 2.1273636791 12.0576358781 5.8619824064 0.1176578790 1.9347947680 3336.8227360493 
46.8796893075 0.0265261018 0.0712842410 27.1702352739 0.2283450675 0.0020994167 0.2589292157 0.0622127630 806.6047788736 3051.2176333153 1054.6461566011 43155.4292363223 7933.3233710352 40112.4104416936 673.7682764924 1246.9673114651 709.8464164805 2.1161486644 11.9940705527 5.8310792657 0.1170376113 1.9245949361 3191.9012115119 
44.8402580530 0.0273812448 0.0735822877 28.0461437511 0.2433960158 0.0021670973 0.2741632625 0.0425624367 832.6079384483 3149.5821621331 1088.6456232831 32890.9014844178 8189.0762242014 43253.9162246878 695.4890801237 1287.1667881279 732.7302997958 2.1843686314 12.3807329414 6.0190604041 0.1208106459 1.9866396333 3410.0796789959 
42.2986908799 0.0268738024 0.0722186253 27.5263790968 0.2576154124 0.0021269356 0.2858568646 0.0320242587 817.1776468144 3091.2125873999 1068.4703178632 41505.5464740258 8037.3123164642 46954.5219073274 682.5999412638 1263.3123927935 719.1509887026 2.1438868590 12.1512872310 5.9075122755 0.1185717247 1.9498222701 3923.3595003896 
47.1981796569 0.0269773621 0.0724969239 27.6324535642 0.2673762334 0.0021351319 0.2948110454 0.0220328548 820.3266873532 3103.1247509176 1072.5877290021 40566.2490496200 8068.2845565964 49243.0705477820 685.2303789602 1268.1806389498 721.9222779391 2.1521484490 12.1981129075 5.9302772101 0.1190286476 1.9573360211 4216.6278825598 
41.2473255299 0.0275268782 0.0739736519 26.9166608796 0.2440713588 0.0021786235 0.2750668999 0.0410261773 837.0363537356 2342.2366607396 1040.2913104993 41907.1993707672 8232.6316945083 43335.1299504947 699.1881974782 1294.0128783688 736.6274930740 2.1959866943 12.4465826944 6.0510741502 0.1214532048 1.9972060295 3802.8131259018 
41.9350709613 0.0281556173 0.0756632779 26.9213413194 0.2405540382 0.0022283853 0.2732068498 0.0405621660 856.1550306034 1624.7987411094 1038.2169657490 41491.8990561508 8420.6725417625 42139.4449257420 715.1582962173 1323.5693175532 753.4527396110 2.2461450415 12.7308740415 6.1892862253 0.1242273073 2.0428240442 3936.5396888527 
43.1343725746 0.0272420210 0.0732081482 25.4675785613 0.2620746405 0.0021560784 0.2556309118 0.0412342679 828.3744257827 2772.4705846116 979.9595465570 39362.4114954977 8147.4377094649 65076.4344764609 691.9527676607 1150.7580788720 729.0046290912 2.0498061683 11.6763604320 5.9884556413 0.1201963671 1.9765382835 3400.9601332725 
44.0650150584 0.0271227771 0.0728877011 24.1274587237 0.2707200819 0.0021466408 0.2376263523 0.0415383881 824.7484604758 2578.2057730994 923.6431979859 36689.5381229679 8111.7746982045 85908.3819435863 688.9239480214 1080.2205688920 725.8136258306 1.9785654877 11.3017325064 5.9622429388 0.1196702428 1.9678865687 3252.2641272361 
42.3414923657 0.0284775136 0.0572752995 26.2082416402 0.2617097789 0.0022538619 0.2625131705 0.0404751304 865.9432428450 2836.7867248366 1006.8572998319 39773.4749726380 8092.6844402200 47544.9690860476 723.3345270861 1180.8580754965 762.0667815376 2.0979106986 11.9728435897 6.2600468294 0.1256475679 2.0661791547 3970.0631693341 
44.9612334093 0.0295815705 0.0417914493 25.8587124603 0.2670116683 0.0023412428 0.2543762558 0.0397355957 899.5153642676 2744.3350872548 988.0659497478 38291.3124589571 8210.7516603300 48454.2036290714 751.3777906292 1153.8371132448 791.6116723065 2.0990310479 12.0202653845 6.5027452441 0.1305188518 2.1462837320 4187.4147540011 
44.8435213326 0.0277012901 0.0710876606 25.1440061695 0.2533351059 0.0021924274 0.2506656199 0.0387803894 842.3398640954 2707.6004353589 964.5978808083 37914.5685651919 7821.9654637111 46009.7121434569 703.6182940113 1130.0191402111 741.2948071320 2.0201762580 11.5397219325 6.0894141032 0.1222227393 2.0098604415 3878.1013086950 
44.2793841153 0.0261201999 0.0649726818 26.1145673612 0.2687851304 0.0020672915 0.2695358847 0.0425721433 714.0510300778 3323.2173240185 1011.4110263433 40584.4866595420 9429.1326943279 50467.6981590953 663.4582874754 1354.0220377183 698.9843604696 1.9415515729 11.0716475152 5.7418522045 0.1152467041 1.8951448220 3972.6520354187 
45.1121041777 0.0279754498 0.0606851044 31.9442193194 0.2629575169 0.0020916463 0.2508286531 0.0392985906 749.2895602651 33844052.3703032280 966.7145676452 38336.9566873771 8106.8452037749 50409.6186326033 659.8401069589 1480.5894553445 690.3125320700 1.6990315443 9.8815275902 5.2698915017 0.1234323779 1.8460202685 3777.0023758886 
47.2462464966 0.0265280522 0.0687692570 29.7278221740 0.2341349223 0.0019212292 0.2763996343 0.0411570408 879.8096274647 49278427.7280851680 1057.4985989500 39614.5256908248 7159.4332342728 43147.4986518165 599.9328069743 1428.5639774861 834.1309917781 1.9295267781 11.0245399558 5.9188346721 0.1170462169 1.6572055944 3258.2267439354 
41.8602791247 0.0274805089 0.0738490424 28.1478182365 0.2447837577 0.0021749536 0.2916400309 0.0406260276 835.6263563964 3161.0002076361 1092.5922436992 44708.1582405574 8218.7637319855 23412.5395422102 698.0104069394 1291.8330988320 735.3866356123 2.1922875295 12.4256162830 6.0408810464 0.1212486155 1.9938417130 3698.3521453453 
42.3708868964 0.0274805089 0.0923113031 28.1478182365 0.2447837577 0.0021749536 0.2916400309 0.0406260276 835.6263563964 3161.0002076361 1092.5922436992 44708.1582405574 8218.7637319855 23412.5395422102 698.0104069394 1291.8330988320 735.3866356123 2.1922875295 12.4256162830 6.0408810464 0.1212486155 1.9938417130 3698.3521453453 
46.0967439245 0.0274805089 0.0738490424 28.1478182365 0.2447837577 0.0021749536 0.3645500386 0.0406260276 835.6263563964 3161.0002076361 1092.5922436992 44708.1582405574 8218.7637319855 23412.5395422102 698.0104069394 1291.8330988320 735.3866356123 2.1922875295 12.4256162830 6.0408810464 0.1212486155 1.9938417130 3698.3521453453 
41.3530059228 0.0274805089 0.0738490424 28.1478182365 0.2447837577 0.0021749536 0.2916400309 0.0507825345 835.6263563964 3161.0002076361 1092.5922436992 44708.1582405574 8218.7637319855 23412.5395422102 698.0104069394 1291.8330988320 735.3866356123 2.1922875295 12.4256162830 6.0408810464 0.1212486155 1.9938417130 3698.3521453453 
41.8605353486 0.0274805089 0.0738490424 28.1478182365 0.2447837577 0.0021749536 0.2916400309 0.0406260276 835.6263563964 3951.2502595451 1092.5922436992 44708.1582405574 8218.7637319855 23412.5395422102 698.0104069394 1291.8330988320 735.3866356123 2.1922875295 12.4256162830 6.0408810464 0.1212486155 1.9938417130 3698.3521453453 
