86.2923581249 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.2923581249 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.2923581249 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
93.9202429464 0.0004707500 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
87.4335907297 0.0003766000 0.0102533750 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.8056746429 0.0003766000 0.0082027000 0.1253237500 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
93.9653044803 0.0003766000 0.0082027000 0.1002590000 0.7896387500 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.2859326154 0.0003766000 0.0082027000 0.1002590000 0.6317110000 81051.1250000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.2923324847 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002840000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
91.1560207235 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 25.4865000000 332.0870000000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.2903551757 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 415.1087500000 119019.0000000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
86.2923689508 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 148773.7500000000 4.2325400000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
90.1029385868 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 5.2906750000 0.1004700000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
90.0859918520 0.0003766000 0.0082027000 0.1002590000 0.6317110000 64840.9000000000 0.0002272000 20.3892000000 332.0870000000 119019.0000000000 4.2325400000 0.1255875000 25.7402000000 0.1188470000 0.1131010000 9.6595500000 0.6547730000 0.0817714000 5.9632100000 0.4630810000 0.0004244000 1.1287800000 0.0639324000 1.0820000000 146.8510000000 0.0037522000 
