45.8942435161 454.5830000000 21292.8000000000 21086200.0000000000 0.0172080000 26.5352000000 5709.3400000000 203.2320000000 164.8980000000 53908.5000000000 48.2539000000 0.1366350000 1.0631700000 392.7300000000 1.3613800000 
45.8942435161 454.5830000000 21292.8000000000 21086200.0000000000 0.0172080000 26.5352000000 5709.3400000000 203.2320000000 164.8980000000 53908.5000000000 48.2539000000 0.1366350000 1.0631700000 392.7300000000 1.3613800000 
45.8942435161 454.5830000000 21292.8000000000 21086200.0000000000 0.0172080000 26.5352000000 5709.3400000000 203.2320000000 164.8980000000 53908.5000000000 48.2539000000 0.1366350000 1.0631700000 392.7300000000 1.3613800000 
45.8962955187 568.2287500000 21292.8000000000 21086200.0000000000 0.0172080000 26.5352000000 5709.3400000000 203.2320000000 164.8980000000 53908.5000000000 48.2539000000 0.1366350000 1.0631700000 392.7300000000 1.3613800000 
45.8581163822 454.5830000000 21292.8000000000 21086200.0000000000 0.0172080000 26.5352000000 5709.3400000000 203.2320000000 164.8980000000 53908.5000000000 48.2539000000 0.1366350000 1.3289625000 392.7300000000 1.3613800000 
47.9341230311 872.1397457957 16477.7713557157 17851142.8441107240 0.0224971417 12.6149946668 4620.2001542476 419.5909200223 186.1468442282 60061.1123777793 53.1127403191 0.1499921470 2.8853248311 437.3117716718 1.3540725608 
47.7768624918 1011.0684921202 16690.2053488972 17038037.3464987760 0.0229709691 12.7060502164 4846.6750879519 447.6031946758 184.8407931284 60366.8822340515 63.8179721454 0.1478310701 1.3954841419 493.6652763660 1.4496379876 
46.8483355295 1074.3681525144 18051.8219150532 16364089.1590436620 0.0216900587 13.7560584460 4408.8526076339 494.3194622254 205.1588365705 60309.5864997873 66.6501016925 0.1422705935 1.5117402967 496.8535754682 1.3917079466 
47.9342803434 872.1397457957 16477.7713557157 17851142.8441107240 0.0224971417 12.6149946668 4620.2001542476 419.5909200223 186.1468442282 60061.1123777793 53.1127403191 0.1499921470 2.8853248311 437.3117716718 1.3540725608 
47.4000661871 1294.9462628745 20453.8237572087 18330941.0103134440 0.0214969763 14.5540074310 4281.6483227930 498.7721490477 217.2491861066 54493.1308046010 54.6585881247 0.1416922712 1.3134976177 437.8915950270 1.4390780271 
47.7917483010 1224.6192263583 18576.5054148947 16193158.0630604510 0.0205755819 13.3465465326 4559.5128933223 462.7467829494 187.3611254475 53697.7856623530 57.3290700161 0.1466653070 2.0961796764 484.0032496574 1.4052687684 
47.5509651791 1074.5947388245 18654.0719831314 18088333.8439128290 0.0244297645 14.3180628659 4355.6468227772 462.7596608552 169.2880311768 64188.0169755224 65.7605531120 0.1531426129 3.7735742788 423.0316450303 1.3781420277 
46.8111182257 1139.2646916142 17455.3793720367 18297831.2175719140 0.0224093813 12.5220107304 4808.1302828461 456.5687310911 181.9319331430 58503.9934205188 61.2951625869 0.1466676282 1.6252302276 477.4195927246 1.4138077699 
47.8420839038 1046.7549363294 16671.0475865018 16823942.0511208470 0.0236462847 13.3081963512 4763.0270504268 461.8761115940 185.4521844337 72292.8788412556 73.9352600399 0.1465960526 2.1952888865 463.2017534142 1.4258949091 
47.1830240190 849.4833205954 16180.7727310564 16949057.4488258700 0.0222008644 11.7729668422 4921.2048325042 433.2251774793 179.9299848205 80090.8891094165 71.0373730182 0.1362671156 2.5012727142 484.0642270111 1.2970608136 
46.9495098689 911.0279241450 16258.8754117133 17396824.9045963510 0.0224467930 12.1025647862 4761.7544450864 488.7013957726 193.1195185086 59078.0777202962 67.1932636909 0.1392718993 1.6618793053 523.9313555646 1.3847684133 
46.9495107001 911.0279241450 16258.8754117133 17396824.9045963590 0.0224467930 12.1025647862 4761.7544450864 488.7013957726 193.1195185086 59078.0777202962 67.1932636909 0.1392718993 1.6618793053 523.9313555646 1.3847684133 
47.6544780589 841.3731499462 16498.3334578044 17289021.5436256490 0.0234840217 12.3269555735 4669.6358094835 476.5243427603 176.4817182331 63376.1591187517 68.6212415957 0.1409756532 3.0021113063 481.2326602648 1.3851495860 
47.4400475356 773.0898565950 15920.6933793438 17576010.8907038940 0.0264271608 12.1777502435 4827.3867967182 498.1029997341 180.6887834192 87402.5779149670 87.4825800424 0.1383275843 2.6372578817 516.1560291858 1.3110015363 
47.6113797188 822.2278454311 15351.5248849455 16475923.3756499030 0.0202863885 10.5679431282 5087.1444035192 469.1370655238 201.0393294056 72858.5988857244 70.9966435096 0.1307048214 1.3712100501 553.2883355561 1.3349165669 
47.1332079997 861.6899588744 16593.9061898660 15398996.9287992160 0.0208784531 12.3606522455 4608.9792837850 520.0804529353 198.2595347463 68830.3123563039 80.3027949043 0.1434784144 1.9308169712 548.9590421797 1.3384745035 
47.6149954423 954.0605037367 15873.9579161188 16953340.1894837920 0.0255300276 12.4880335451 4854.9747286794 526.6391180186 187.9091606673 77896.2063700564 86.8947548345 0.1472140426 2.0274770170 546.8080163347 1.3612532394 
47.0246938151 924.6346470211 16243.9048660098 16646351.9571284320 0.0237753673 11.9768052718 4970.1048771126 518.3988863624 184.3673749688 79687.9322386588 77.2306793900 0.1475234395 2.4083722711 482.2809976953 1.3748245930 
47.3151823966 1134.8635521629 17783.7602076114 17726286.8675382360 0.0246143454 12.3089873975 5037.5289392091 548.9916755365 184.3105245931 83648.9986878815 73.0667896900 0.1519463306 2.2758435565 409.9372923839 1.4403901783 
47.9403816929 807.8433635217 15362.4705140890 15899208.3032748740 0.0212627831 10.5869512298 5247.0777249320 515.2005765197 229.6304769410 93065.1901999631 85.4046063180 0.1250805312 1.7914613408 589.4634259562 1.3151448736 
47.5563878855 694.6974874053 14383.3733278241 15374834.7666902390 0.0222026333 11.5345217284 5009.0817995670 511.6090039708 207.9832192120 75886.8882919686 84.8907629419 0.1450611538 1.4249792063 600.1182355290 1.3381809675 
47.8668598990 1254.6310328982 17261.9640180129 15086574.2102062480 0.0197694574 12.7126507769 4714.4337545194 523.7771269320 220.1957182936 56656.8278874105 68.7139397485 0.1376371431 1.5869293431 589.3675854694 1.3553239947 
47.0345549173 866.5337738740 16584.6346244894 17592974.1295122730 0.0305330791 13.6278173881 4731.1534531083 537.9040564769 175.0710501619 96852.0590697500 93.3372934740 0.1475026463 2.8775954995 451.2646560727 1.3847739742 
47.4837730984 1284.0767118848 17881.6998962193 15752268.1948774230 0.0230352002 13.9375410389 4542.1863376613 558.3308411019 203.4119283102 62791.7599500813 79.1424000205 0.1396058950 1.8258506250 548.4384297157 1.3719088193 
47.6858262807 1334.1131833377 18650.2719924562 18327648.3180536220 0.0262045733 13.0633478181 4953.6149838043 566.4534086801 194.2771221342 84658.3624956275 82.5108527995 0.1454867116 1.8988810709 486.8131801572 1.4008174043 
47.6305710255 1307.1683804612 15764.5272345513 15450590.7564215320 0.0220595457 11.6888425961 5109.8949859648 516.1289178420 172.7016629595 76691.8822449289 77.5505718425 0.1420822701 1.7742264225 501.4225125730 1.3293595001 
47.8340135274 1170.1132233008 16138.6999424616 14313478.1542040040 0.0195501207 11.0516454177 5078.8962179394 535.8719973368 211.8158806248 69218.5826498595 74.7737642242 0.1344978588 1.6297311072 604.6065086622 1.3424461027 
47.6262703220 1188.1107517256 17544.4267227090 16575345.1479219200 0.0214230236 12.4786457267 4740.7617038342 581.3212587878 207.3821281925 58744.6058638523 65.4604555441 0.1432037184 2.1662756496 492.5601246435 1.4062025367 
47.8282510376 1150.4710852523 16064.2957715743 14012261.8355244400 0.0232395369 13.5486772515 4864.1846606585 546.3266854685 190.3888116406 76788.4684811393 94.7252440786 0.1474960700 1.6042007977 583.2006563363 1.3637272975 
47.7323438462 782.5171516902 13627.7581392981 13908159.6343581380 0.0235207448 10.4527740677 5267.9235273158 614.6843994864 193.2142601913 107228.9079298625 113.5937740216 0.1381579952 2.7678075296 594.1508279282 1.2829701157 
47.5823142673 1254.3767808176 16810.5453591893 17907104.5188020580 0.0263849974 11.1731683287 5172.3064014454 600.3361257750 204.2859512892 95284.1421385803 83.3879634995 0.1313594090 2.5972830876 504.3219128654 1.3109151360 
47.6858234088 1334.1131833377 18650.2719924562 18327648.3180536220 0.0262045733 13.0633478181 4953.6149838043 566.4534086801 194.2771221342 84658.3624956275 82.5108527995 0.1454867116 1.8988810709 486.8131801572 1.4008174043 
