47.8450880626 339.1970000000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 124476.0000000000 8.9171600000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.2822110000 1459.4300000000 
47.8450880626 339.1970000000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 124476.0000000000 8.9171600000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.2822110000 1459.4300000000 
47.8450880626 339.1970000000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 124476.0000000000 8.9171600000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.2822110000 1459.4300000000 
47.8449853711 423.9962500000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 124476.0000000000 8.9171600000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.2822110000 1459.4300000000 
51.7918576240 339.1970000000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 155595.0000000000 8.9171600000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.2822110000 1459.4300000000 
47.8459764221 339.1970000000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 124476.0000000000 11.1464500000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.2822110000 1459.4300000000 
47.7469210753 339.1970000000 24004.9000000000 23902500.0000000000 140724.0000000000 42862500.0000000000 388314.0000000000 72543.1000000000 124476.0000000000 8.9171600000 29151.7000000000 7759400.0000000000 20.6683000000 99.0856000000 0.1340840000 0.3527637500 1459.4300000000 
50.0824963600 351.1218945313 24848.8222656250 24742822.2656250000 145671.3281250000 44369384.7656250000 376179.1875000000 75093.4433593750 128852.1093750000 9.2306539062 30176.5644531250 8032191.4062500000 21.3949199219 102.5690781250 0.1387978906 0.2127606367 1510.7380859375 
53.1491249905 357.0843417969 25270.7833984375 25162983.3984375000 148144.9921875000 45122827.1484375000 370111.7812500000 76368.6150390625 131040.1640625000 9.3874008594 30688.9966796875 8168587.1093750000 21.7582298828 104.3108171875 0.1411548359 0.1427590801 1536.3921289063 
53.2673516625 416.5400641217 24278.9351393333 24175366.1614051090 154841.5577875301 43351809.7309162910 384373.6311180890 73371.2375267619 125896.9931307212 9.0189565158 29484.4899791835 7159607.6949294657 20.9042451808 89.1131548769 0.1356146761 0.2777458862 1476.0905611103 
